,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
1634,Andhra Pradesh,Potatoes,2013,267752,758,59920.18,20.45
1635,Andhra Pradesh,Potatoes,2013,267752,758,59920.18,17.18
1636,Andhra Pradesh,Potatoes,2013,267752,758,59920.18,22.19
1637,Andhra Pradesh,"Rice, paddy",2013,54252,758,59920.18,17.34
1638,Andhra Pradesh,"Rice, paddy",2013,54252,758,59920.18,22.19
1639,Andhra Pradesh,"Rice, paddy",2013,54252,758,59920.18,25.36
1640,Andhra Pradesh,"Rice, paddy",2013,54252,758,59920.18,21.86
1641,Andhra Pradesh,"Rice, paddy",2013,54252,758,59920.18,24.19
1642,Andhra Pradesh,"Rice, paddy",2013,54252,758,59920.18,20.45
1643,Andhra Pradesh,"Rice, paddy",2013,54252,758,59920.18,17.18
1644,Andhra Pradesh,"Rice, paddy",2013,54252,758,59920.18,22.19
1645,Andhra Pradesh,Sorghum,2013,37350,758,59920.18,17.34
1646,Andhra Pradesh,Sorghum,2013,37350,758,59920.18,22.19
1647,Andhra Pradesh,Sorghum,2013,37350,758,59920.18,25.36
1648,Andhra Pradesh,Sorghum,2013,37350,758,59920.18,21.86
1649,Andhra Pradesh,Sorghum,2013,37350,758,59920.18,24.19
1650,Andhra Pradesh,Sorghum,2013,37350,758,59920.18,20.45
1651,Andhra Pradesh,Sorghum,2013,37350,758,59920.18,17.18
1652,Andhra Pradesh,Sorghum,2013,37350,758,59920.18,22.19
1653,Andhra Pradesh,Soybeans,2013,15198,758,59920.18,17.34
1654,Andhra Pradesh,Soybeans,2013,15198,758,59920.18,22.19
1655,Andhra Pradesh,Soybeans,2013,15198,758,59920.18,25.36
1656,Andhra Pradesh,Soybeans,2013,15198,758,59920.18,21.86
1657,Andhra Pradesh,Soybeans,2013,15198,758,59920.18,24.19
1658,Andhra Pradesh,Soybeans,2013,15198,758,59920.18,20.45
1659,Andhra Pradesh,Soybeans,2013,15198,758,59920.18,17.18
1660,Andhra Pradesh,Soybeans,2013,15198,758,59920.18,22.19
1661,Andhra Pradesh,Sweet potatoes,2013,183965,758,59920.18,17.34
1662,Andhra Pradesh,Sweet potatoes,2013,183965,758,59920.18,22.19
1663,Andhra Pradesh,Sweet potatoes,2013,183965,758,59920.18,25.36
1664,Andhra Pradesh,Sweet potatoes,2013,183965,758,59920.18,21.86
1665,Andhra Pradesh,Sweet potatoes,2013,183965,758,59920.18,24.19
1666,Andhra Pradesh,Sweet potatoes,2013,183965,758,59920.18,20.45
1667,Andhra Pradesh,Sweet potatoes,2013,183965,758,59920.18,17.18
1668,Andhra Pradesh,Sweet potatoes,2013,183965,758,59920.18,22.19
1669,Andhra Pradesh,Wheat,2013,52934,758,59920.18,17.34
1670,Andhra Pradesh,Wheat,2013,52934,758,59920.18,22.19
1671,Andhra Pradesh,Wheat,2013,52934,758,59920.18,25.36
1672,Andhra Pradesh,Wheat,2013,52934,758,59920.18,21.86
1673,Andhra Pradesh,Wheat,2013,52934,758,59920.18,24.19
1674,Andhra Pradesh,Wheat,2013,52934,758,59920.18,20.45
1675,Andhra Pradesh,Wheat,2013,52934,758,59920.18,17.18
1676,Andhra Pradesh,Wheat,2013,52934,758,59920.18,22.19
1677,Arunachal Pradesh,Maize,1990,10015,2666,1266,25.98
1678,Arunachal Pradesh,Maize,1990,10015,2666,1266,25.98
1679,Arunachal Pradesh,Potatoes,1990,91410,2666,1266,25.98
1680,Arunachal Pradesh,Potatoes,1990,91410,2666,1266,25.98
1681,Arunachal Pradesh,"Rice, paddy",1990,25661,2666,1266,25.98
1682,Arunachal Pradesh,"Rice, paddy",1990,25661,2666,1266,25.98
1683,Arunachal Pradesh,Sorghum,1990,8103,2666,1266,25.98
1684,Arunachal Pradesh,Sorghum,1990,8103,2666,1266,25.98
1685,Arunachal Pradesh,Sweet potatoes,1990,98316,2666,1266,25.98
1686,Arunachal Pradesh,Sweet potatoes,1990,98316,2666,1266,25.98
1687,Arunachal Pradesh,Wheat,1990,15034,2666,1266,25.98
1688,Arunachal Pradesh,Wheat,1990,15034,2666,1266,25.98
1689,Arunachal Pradesh,Maize,1991,9781,2666,1287,25.85
1690,Arunachal Pradesh,Maize,1991,9781,2666,1287,25.85
1691,Arunachal Pradesh,Potatoes,1991,99868,2666,1287,25.85
1692,Arunachal Pradesh,Potatoes,1991,99868,2666,1287,25.85
1693,Arunachal Pradesh,"Rice, paddy",1991,26592,2666,1287,25.85
1694,Arunachal Pradesh,"Rice, paddy",1991,26592,2666,1287,25.85
1695,Arunachal Pradesh,Sorghum,1991,8376,2666,1287,25.85
1696,Arunachal Pradesh,Sorghum,1991,8376,2666,1287,25.85
1697,Arunachal Pradesh,Sweet potatoes,1991,96481,2666,1287,25.85
1698,Arunachal Pradesh,Sweet potatoes,1991,96481,2666,1287,25.85
1699,Arunachal Pradesh,Wheat,1991,16767,2666,1287,25.85
1700,Arunachal Pradesh,Wheat,1991,16767,2666,1287,25.85
1701,Arunachal Pradesh,Maize,1992,9319,2666,1453,25.86
1702,Arunachal Pradesh,Maize,1992,9319,2666,1453,25.86
1703,Arunachal Pradesh,Potatoes,1992,107931,2666,1453,25.86
1704,Arunachal Pradesh,Potatoes,1992,107931,2666,1453,25.86
1705,Arunachal Pradesh,"Rice, paddy",1992,26893,2666,1453,25.86
1706,Arunachal Pradesh,"Rice, paddy",1992,26893,2666,1453,25.86
1707,Arunachal Pradesh,Sorghum,1992,8988,2666,1453,25.86
1708,Arunachal Pradesh,Sorghum,1992,8988,2666,1453,25.86
1709,Arunachal Pradesh,Sweet potatoes,1992,96477,2666,1453,25.86
1710,Arunachal Pradesh,Sweet potatoes,1992,96477,2666,1453,25.86
1711,Arunachal Pradesh,Wheat,1992,18534,2666,1453,25.86
1712,Arunachal Pradesh,Wheat,1992,18534,2666,1453,25.86
1713,Arunachal Pradesh,Maize,1993,9351,2666,1487,25.73
1714,Arunachal Pradesh,Maize,1993,9351,2666,1487,25.73
1715,Arunachal Pradesh,Potatoes,1993,106787,2666,1487,25.73
1716,Arunachal Pradesh,Potatoes,1993,106787,2666,1487,25.73
1717,Arunachal Pradesh,"Rice, paddy",1993,27185,2666,1487,25.73
1718,Arunachal Pradesh,"Rice, paddy",1993,27185,2666,1487,25.73
1719,Arunachal Pradesh,Sorghum,1993,8948,2666,1487,25.73
1720,Arunachal Pradesh,Sorghum,1993,8948,2666,1487,25.73
1721,Arunachal Pradesh,Sweet potatoes,1993,95714,2666,1487,25.73
1722,Arunachal Pradesh,Sweet potatoes,1993,95714,2666,1487,25.73
1723,Arunachal Pradesh,Wheat,1993,18457,2666,1487,25.73
1724,Arunachal Pradesh,Wheat,1993,18457,2666,1487,25.73
1725,Arunachal Pradesh,Maize,1994,9042,2666,1594.5,25.91
1726,Arunachal Pradesh,Maize,1994,9042,2666,1594.5,25.91
1727,Arunachal Pradesh,Potatoes,1994,109570,2666,1594.5,25.91
1728,Arunachal Pradesh,Potatoes,1994,109570,2666,1594.5,25.91
1729,Arunachal Pradesh,"Rice, paddy",1994,25328,2666,1594.5,25.91
1730,Arunachal Pradesh,"Rice, paddy",1994,25328,2666,1594.5,25.91
1731,Arunachal Pradesh,Sorghum,1994,9892,2666,1594.5,25.91
1732,Arunachal Pradesh,Sorghum,1994,9892,2666,1594.5,25.91
1733,Arunachal Pradesh,Sweet potatoes,1994,95373,2666,1594.5,25.91
1734,Arunachal Pradesh,Sweet potatoes,1994,95373,2666,1594.5,25.91
1735,Arunachal Pradesh,Wheat,1994,18390,2666,1594.5,25.91
1736,Arunachal Pradesh,Wheat,1994,18390,2666,1594.5,25.91
1737,Arunachal Pradesh,Maize,1995,10700,2666,1702,26.09
1738,Arunachal Pradesh,Maize,1995,10700,2666,1702,26.09
1739,Arunachal Pradesh,Potatoes,1995,111665,2666,1702,26.09
1740,Arunachal Pradesh,Potatoes,1995,111665,2666,1702,26.09
1741,Arunachal Pradesh,"Rice, paddy",1995,26527,2666,1702,26.09
1742,Arunachal Pradesh,"Rice, paddy",1995,26527,2666,1702,26.09
1743,Arunachal Pradesh,Sorghum,1995,9804,2666,1702,26.09
1744,Arunachal Pradesh,Sorghum,1995,9804,2666,1702,26.09
1745,Arunachal Pradesh,Sweet potatoes,1995,95186,2666,1702,26.09
1746,Arunachal Pradesh,Sweet potatoes,1995,95186,2666,1702,26.09
1747,Arunachal Pradesh,Wheat,1995,19483,2666,1702,26.09
1748,Arunachal Pradesh,Wheat,1995,19483,2666,1702,26.09
1749,Arunachal Pradesh,Maize,1996,10166,2666,1919,26.15
1750,Arunachal Pradesh,Maize,1996,10166,2666,1919,26.15
1751,Arunachal Pradesh,Potatoes,1996,112741,2666,1919,26.15
1752,Arunachal Pradesh,Potatoes,1996,112741,2666,1919,26.15
1753,Arunachal Pradesh,"Rice, paddy",1996,27629,2666,1919,26.15
1754,Arunachal Pradesh,"Rice, paddy",1996,27629,2666,1919,26.15
1755,Arunachal Pradesh,Sorghum,1996,9959,2666,1919,26.15
1756,Arunachal Pradesh,Sorghum,1996,9959,2666,1919,26.15
1757,Arunachal Pradesh,Sweet potatoes,1996,96081,2666,1919,26.15
1758,Arunachal Pradesh,Sweet potatoes,1996,96081,2666,1919,26.15
1759,Arunachal Pradesh,Wheat,1996,19531,2666,1919,26.15
1760,Arunachal Pradesh,Wheat,1996,19531,2666,1919,26.15
1761,Arunachal Pradesh,Maize,1997,10914,2666,2035,25.55
1762,Arunachal Pradesh,Maize,1997,10914,2666,2035,25.55
1763,Arunachal Pradesh,Potatoes,1997,112551,2666,2035,25.55
1764,Arunachal Pradesh,Potatoes,1997,112551,2666,2035,25.55
1765,Arunachal Pradesh,"Rice, paddy",1997,27431,2666,2035,25.55
1766,Arunachal Pradesh,"Rice, paddy",1997,27431,2666,2035,25.55
1767,Arunachal Pradesh,Sorghum,1997,10297,2666,2035,25.55
1768,Arunachal Pradesh,Sorghum,1997,10297,2666,2035,25.55
1769,Arunachal Pradesh,Sweet potatoes,1997,93946,2666,2035,25.55
1770,Arunachal Pradesh,Sweet potatoes,1997,93946,2666,2035,25.55
1771,Arunachal Pradesh,Wheat,1997,20544,2666,2035,25.55
1772,Arunachal Pradesh,Wheat,1997,20544,2666,2035,25.55
1773,Arunachal Pradesh,Maize,1998,7339,2666,2068,26.13
1774,Arunachal Pradesh,Maize,1998,7339,2666,2068,26.13
1775,Arunachal Pradesh,Potatoes,1998,113972,2666,2068,26.13
1776,Arunachal Pradesh,Potatoes,1998,113972,2666,2068,26.13
1777,Arunachal Pradesh,"Rice, paddy",1998,29358,2666,2068,26.13
1778,Arunachal Pradesh,"Rice, paddy",1998,29358,2666,2068,26.13
1779,Arunachal Pradesh,Sorghum,1998,7901,2666,2068,26.13
1780,Arunachal Pradesh,Sorghum,1998,7901,2666,2068,26.13
1781,Arunachal Pradesh,Sweet potatoes,1998,95325,2666,2068,26.13
1782,Arunachal Pradesh,Sweet potatoes,1998,95325,2666,2068,26.13
1783,Arunachal Pradesh,Wheat,1998,22408,2666,2068,26.13
1784,Arunachal Pradesh,Wheat,1998,22408,2666,2068,26.13
1785,Arunachal Pradesh,Maize,1999,12346,2666,2532,26.31
1786,Arunachal Pradesh,Maize,1999,12346,2666,2532,26.31
1787,Arunachal Pradesh,Potatoes,1999,112810,2666,2532,26.31
1788,Arunachal Pradesh,Potatoes,1999,112810,2666,2532,26.31
1789,Arunachal Pradesh,"Rice, paddy",1999,32139,2666,2532,26.31
1790,Arunachal Pradesh,"Rice, paddy",1999,32139,2666,2532,26.31
1791,Arunachal Pradesh,Sorghum,1999,12346,2666,2532,26.31
1792,Arunachal Pradesh,Sorghum,1999,12346,2666,2532,26.31
1793,Arunachal Pradesh,Sweet potatoes,1999,92786,2666,2532,26.31
1794,Arunachal Pradesh,Sweet potatoes,1999,92786,2666,2532,26.31
1795,Arunachal Pradesh,Wheat,1999,21627,2666,2532,26.31
1796,Arunachal Pradesh,Wheat,1999,21627,2666,2532,26.31
1797,Arunachal Pradesh,Maize,2000,20597,2666,3170,25.91
1798,Arunachal Pradesh,Maize,2000,20597,2666,3170,25.91
1799,Arunachal Pradesh,Potatoes,2000,120591,2666,3170,25.91
1800,Arunachal Pradesh,Potatoes,2000,120591,2666,3170,25.91
1801,Arunachal Pradesh,"Rice, paddy",2000,34836,2666,3170,25.91
1802,Arunachal Pradesh,"Rice, paddy",2000,34836,2666,3170,25.91
1803,Arunachal Pradesh,Sorghum,2000,12346,2666,3170,25.91
1804,Arunachal Pradesh,Sorghum,2000,12346,2666,3170,25.91
1805,Arunachal Pradesh,Sweet potatoes,2000,92479,2666,3170,25.91
1806,Arunachal Pradesh,Sweet potatoes,2000,92479,2666,3170,25.91
1807,Arunachal Pradesh,Wheat,2000,22104,2666,3170,25.91
1808,Arunachal Pradesh,Wheat,2000,22104,2666,3170,25.91
1809,Arunachal Pradesh,Maize,2001,32216,2666,3295.78,25.93
1810,Arunachal Pradesh,Maize,2001,32216,2666,3295.78,25.93
1811,Arunachal Pradesh,Potatoes,2001,129163,2666,3295.78,25.93
1812,Arunachal Pradesh,Potatoes,2001,129163,2666,3295.78,25.93
1813,Arunachal Pradesh,"Rice, paddy",2001,34020,2666,3295.78,25.93
1814,Arunachal Pradesh,"Rice, paddy",2001,34020,2666,3295.78,25.93
1815,Arunachal Pradesh,Sorghum,2001,12346,2666,3295.78,25.93
1816,Arunachal Pradesh,Sorghum,2001,12346,2666,3295.78,25.93
1817,Arunachal Pradesh,Sweet potatoes,2001,90907,2666,3295.78,25.93
1818,Arunachal Pradesh,Sweet potatoes,2001,90907,2666,3295.78,25.93
1819,Arunachal Pradesh,Wheat,2001,21643,2666,3295.78,25.93
1820,Arunachal Pradesh,Wheat,2001,21643,2666,3295.78,25.93
1821,Arunachal Pradesh,Maize,2002,40349,2666,2954.29,26.1
1822,Arunachal Pradesh,Maize,2002,40349,2666,2954.29,26.1
1823,Arunachal Pradesh,Potatoes,2002,126010,2666,2954.29,26.1
1824,Arunachal Pradesh,Potatoes,2002,126010,2666,2954.29,26.1
1825,Arunachal Pradesh,"Rice, paddy",2002,34902,2666,2954.29,26.1
1826,Arunachal Pradesh,"Rice, paddy",2002,34902,2666,2954.29,26.1
1827,Arunachal Pradesh,Sorghum,2002,12361,2666,2954.29,26.1
1828,Arunachal Pradesh,Sorghum,2002,12361,2666,2954.29,26.1
1829,Arunachal Pradesh,Sweet potatoes,2002,90919,2666,2954.29,26.1
1830,Arunachal Pradesh,Sweet potatoes,2002,90919,2666,2954.29,26.1
1831,Arunachal Pradesh,Wheat,2002,21644,2666,2954.29,26.1
1832,Arunachal Pradesh,Wheat,2002,21644,2666,2954.29,26.1
1833,Arunachal Pradesh,Maize,2004,48243,2666,5587.81,26.14
1834,Arunachal Pradesh,Maize,2004,48243,2666,5587.81,26.14
1835,Arunachal Pradesh,Potatoes,2004,144313,2666,5587.81,26.14
1836,Arunachal Pradesh,Potatoes,2004,144313,2666,5587.81,26.14
1837,Arunachal Pradesh,"Rice, paddy",2004,35359,2666,5587.81,26.14
1838,Arunachal Pradesh,"Rice, paddy",2004,35359,2666,5587.81,26.14
1839,Arunachal Pradesh,Sorghum,2004,11633,2666,5587.81,26.14
1840,Arunachal Pradesh,Sorghum,2004,11633,2666,5587.81,26.14
1841,Arunachal Pradesh,Sweet potatoes,2004,89459,2666,5587.81,26.14
1842,Arunachal Pradesh,Sweet potatoes,2004,89459,2666,5587.81,26.14
1843,Arunachal Pradesh,Wheat,2004,19527,2666,5587.81,26.14
1844,Arunachal Pradesh,Wheat,2004,19527,2666,5587.81,26.14
1845,Arunachal Pradesh,Maize,2005,53311,2666,7605.01,26.19
1846,Arunachal Pradesh,Maize,2005,53311,2666,7605.01,26.19
1847,Arunachal Pradesh,Potatoes,2005,148805,2666,7605.01,26.19
1848,Arunachal Pradesh,Potatoes,2005,148805,2666,7605.01,26.19
1849,Arunachal Pradesh,"Rice, paddy",2005,37814,2666,7605.01,26.19
1850,Arunachal Pradesh,"Rice, paddy",2005,37814,2666,7605.01,26.19
1851,Arunachal Pradesh,Sorghum,2005,13214,2666,7605.01,26.19
1852,Arunachal Pradesh,Sorghum,2005,13214,2666,7605.01,26.19
1853,Arunachal Pradesh,Soybeans,2005,14148,2666,7605.01,26.19
1854,Arunachal Pradesh,Soybeans,2005,14148,2666,7605.01,26.19
1855,Arunachal Pradesh,Sweet potatoes,2005,88704,2666,7605.01,26.19
1856,Arunachal Pradesh,Sweet potatoes,2005,88704,2666,7605.01,26.19
1857,Arunachal Pradesh,Wheat,2005,17478,2666,7605.01,26.19
1858,Arunachal Pradesh,Wheat,2005,17478,2666,7605.01,26.19
1859,Arunachal Pradesh,Maize,2006,52998,2666,9074.43,26.44
1860,Arunachal Pradesh,Maize,2006,52998,2666,9074.43,26.44
1861,Arunachal Pradesh,Potatoes,2006,143848,2666,9074.43,26.44
1862,Arunachal Pradesh,Potatoes,2006,143848,2666,9074.43,26.44
1863,Arunachal Pradesh,"Rice, paddy",2006,38541,2666,9074.43,26.44
1864,Arunachal Pradesh,"Rice, paddy",2006,38541,2666,9074.43,26.44
1865,Arunachal Pradesh,Sorghum,2006,13587,2666,9074.43,26.44
1866,Arunachal Pradesh,Sorghum,2006,13587,2666,9074.43,26.44
1867,Arunachal Pradesh,Soybeans,2006,15144,2666,9074.43,26.44
1868,Arunachal Pradesh,Soybeans,2006,15144,2666,9074.43,26.44
1869,Arunachal Pradesh,Sweet potatoes,2006,90254,2666,9074.43,26.44
1870,Arunachal Pradesh,Sweet potatoes,2006,90254,2666,9074.43,26.44
1871,Arunachal Pradesh,Wheat,2006,15344,2666,9074.43,26.44
1872,Arunachal Pradesh,Wheat,2006,15344,2666,9074.43,26.44
1873,Arunachal Pradesh,Maize,2007,59812,2666,10962.31,25.95
1874,Arunachal Pradesh,Maize,2007,59812,2666,10962.31,25.95
1875,Arunachal Pradesh,Potatoes,2007,149768,2666,10962.31,25.95
1876,Arunachal Pradesh,Potatoes,2007,149768,2666,10962.31,25.95
1877,Arunachal Pradesh,"Rice, paddy",2007,40833,2666,10962.31,25.95
1878,Arunachal Pradesh,"Rice, paddy",2007,40833,2666,10962.31,25.95
1879,Arunachal Pradesh,Sorghum,2007,13462,2666,10962.31,25.95
1880,Arunachal Pradesh,Sorghum,2007,13462,2666,10962.31,25.95
1881,Arunachal Pradesh,Soybeans,2007,14717,2666,10962.31,25.95
1882,Arunachal Pradesh,Soybeans,2007,14717,2666,10962.31,25.95
1883,Arunachal Pradesh,Sweet potatoes,2007,90479,2666,10962.31,25.95
1884,Arunachal Pradesh,Sweet potatoes,2007,90479,2666,10962.31,25.95
1885,Arunachal Pradesh,Wheat,2007,18471,2666,10962.31,25.95
1886,Arunachal Pradesh,Wheat,2007,18471,2666,10962.31,25.95
1887,Arunachal Pradesh,Maize,2008,60172,2666,12936.5,26
1888,Arunachal Pradesh,Maize,2008,60172,2666,12936.5,26
1889,Arunachal Pradesh,Potatoes,2008,165373,2666,12936.5,26
1890,Arunachal Pradesh,Potatoes,2008,165373,2666,12936.5,26
1891,Arunachal Pradesh,"Rice, paddy",2008,41441,2666,12936.5,26
1892,Arunachal Pradesh,"Rice, paddy",2008,41441,2666,12936.5,26
1893,Arunachal Pradesh,Sorghum,2008,21505,2666,12936.5,26
1894,Arunachal Pradesh,Sorghum,2008,21505,2666,12936.5,26
1895,Arunachal Pradesh,Soybeans,2008,15026,2666,12936.5,26
1896,Arunachal Pradesh,Soybeans,2008,15026,2666,12936.5,26
1897,Arunachal Pradesh,Sweet potatoes,2008,97290,2666,12936.5,26
1898,Arunachal Pradesh,Sweet potatoes,2008,97290,2666,12936.5,26
1899,Arunachal Pradesh,Wheat,2008,21753,2666,12936.5,26
1900,Arunachal Pradesh,Wheat,2008,21753,2666,12936.5,26
1901,Arunachal Pradesh,Maize,2009,56831,2666,13790.09,26.54
1902,Arunachal Pradesh,Maize,2009,56831,2666,13790.09,26.54
1903,Arunachal Pradesh,Potatoes,2009,133367,2666,13790.09,26.54
1904,Arunachal Pradesh,Potatoes,2009,133367,2666,13790.09,26.54
1905,Arunachal Pradesh,"Rice, paddy",2009,42404,2666,13790.09,26.54
1906,Arunachal Pradesh,"Rice, paddy",2009,42404,2666,13790.09,26.54
1907,Arunachal Pradesh,Sorghum,2009,13300,2666,13790.09,26.54
1908,Arunachal Pradesh,Sorghum,2009,13300,2666,13790.09,26.54
1909,Arunachal Pradesh,Soybeans,2009,14660,2666,13790.09,26.54
1910,Arunachal Pradesh,Soybeans,2009,14660,2666,13790.09,26.54
1911,Arunachal Pradesh,Sweet potatoes,2009,96232,2666,13790.09,26.54
1912,Arunachal Pradesh,Sweet potatoes,2009,96232,2666,13790.09,26.54
1913,Arunachal Pradesh,Wheat,2009,21516,2666,13790.09,26.54
1914,Arunachal Pradesh,Wheat,2009,21516,2666,13790.09,26.54
1915,Arunachal Pradesh,Maize,2010,58378,2666,13283.72,26.65
1916,Arunachal Pradesh,Maize,2010,58378,2666,13283.72,26.65
1917,Arunachal Pradesh,Potatoes,2010,182299,2666,13283.72,26.65
1918,Arunachal Pradesh,Potatoes,2010,182299,2666,13283.72,26.65
1919,Arunachal Pradesh,"Rice, paddy",2010,43422,2666,13283.72,26.65
1920,Arunachal Pradesh,"Rice, paddy",2010,43422,2666,13283.72,26.65
1921,Arunachal Pradesh,Sorghum,2010,12806,2666,13283.72,26.65
1922,Arunachal Pradesh,Sorghum,2010,12806,2666,13283.72,26.65
1923,Arunachal Pradesh,Soybeans,2010,17090,2666,13283.72,26.65
1924,Arunachal Pradesh,Soybeans,2010,17090,2666,13283.72,26.65
1925,Arunachal Pradesh,Sweet potatoes,2010,98688,2666,13283.72,26.65
1926,Arunachal Pradesh,Sweet potatoes,2010,98688,2666,13283.72,26.65
1927,Arunachal Pradesh,Wheat,2010,23959,2666,13283.72,26.65
1928,Arunachal Pradesh,Wheat,2010,23959,2666,13283.72,26.65
1929,Arunachal Pradesh,Maize,2011,61512,2666,14798.28,25.8
1930,Arunachal Pradesh,Maize,2011,61512,2666,14798.28,25.8
1931,Arunachal Pradesh,Potatoes,2011,180931,2666,14798.28,25.8
1932,Arunachal Pradesh,Potatoes,2011,180931,2666,14798.28,25.8
1933,Arunachal Pradesh,"Rice, paddy",2011,43917,2666,14798.28,25.8
1934,Arunachal Pradesh,"Rice, paddy",2011,43917,2666,14798.28,25.8
1935,Arunachal Pradesh,Sorghum,2011,14667,2666,14798.28,25.8
1936,Arunachal Pradesh,Sorghum,2011,14667,2666,14798.28,25.8
1937,Arunachal Pradesh,Soybeans,2011,15898,2666,14798.28,25.8
1938,Arunachal Pradesh,Soybeans,2011,15898,2666,14798.28,25.8
1939,Arunachal Pradesh,Sweet potatoes,2011,97962,2666,14798.28,25.8
1940,Arunachal Pradesh,Sweet potatoes,2011,97962,2666,14798.28,25.8
1941,Arunachal Pradesh,Wheat,2011,26012,2666,14798.28,25.8
1942,Arunachal Pradesh,Wheat,2011,26012,2666,14798.28,25.8
1943,Arunachal Pradesh,Maize,2012,65838,2666,13289.18,26.28
1944,Arunachal Pradesh,Maize,2012,65838,2666,13289.18,26.28
1945,Arunachal Pradesh,Potatoes,2012,190627,2666,13289.18,26.28
1946,Arunachal Pradesh,Potatoes,2012,190627,2666,13289.18,26.28
1947,Arunachal Pradesh,"Rice, paddy",2012,44206,2666,13289.18,26.28
1948,Arunachal Pradesh,"Rice, paddy",2012,44206,2666,13289.18,26.28
1949,Arunachal Pradesh,Sorghum,2012,13452,2666,13289.18,26.28
1950,Arunachal Pradesh,Sorghum,2012,13452,2666,13289.18,26.28
1951,Arunachal Pradesh,Soybeans,2012,15814,2666,13289.18,26.28
1952,Arunachal Pradesh,Soybeans,2012,15814,2666,13289.18,26.28
1953,Arunachal Pradesh,Sweet potatoes,2012,102939,2666,13289.18,26.28
1954,Arunachal Pradesh,Sweet potatoes,2012,102939,2666,13289.18,26.28
1955,Arunachal Pradesh,Wheat,2012,27789,2666,13289.18,26.28
1956,Arunachal Pradesh,Wheat,2012,27789,2666,13289.18,26.28
1957,Arunachal Pradesh,Maize,2013,65953,2666,15330.16,26.59
1958,Arunachal Pradesh,Maize,2013,65953,2666,15330.16,26.59
1959,Arunachal Pradesh,Potatoes,2013,193790,2666,15330.16,26.59
1960,Arunachal Pradesh,Potatoes,2013,193790,2666,15330.16,26.59
1961,Arunachal Pradesh,"Rice, paddy",2013,45317,2666,15330.16,26.59
1962,Arunachal Pradesh,"Rice, paddy",2013,45317,2666,15330.16,26.59
1963,Arunachal Pradesh,Sorghum,2013,11343,2666,15330.16,26.59
1964,Arunachal Pradesh,Sorghum,2013,11343,2666,15330.16,26.59
1965,Arunachal Pradesh,Soybeans,2013,14729,2666,15330.16,26.59
1966,Arunachal Pradesh,Soybeans,2013,14729,2666,15330.16,26.59
1967,Arunachal Pradesh,Sweet potatoes,2013,97019,2666,15330.16,26.59
1968,Arunachal Pradesh,Sweet potatoes,2013,97019,2666,15330.16,26.59
1969,Arunachal Pradesh,Wheat,2013,30138,2666,15330.16,26.59
1970,Arunachal Pradesh,Wheat,2013,30138,2666,15330.16,26.59
1971,Assam,Maize,1990,22051,495,16582,20.56
1972,Assam,Maize,1990,22051,495,16582,15.56
1973,Assam,Maize,1990,22051,495,16582,18.91
1974,Assam,Maize,1990,22051,495,16582,15.56
1975,Assam,Potatoes,1990,200263,495,16582,20.56
1976,Assam,Potatoes,1990,200263,495,16582,15.56
1977,Assam,Potatoes,1990,200263,495,16582,18.91
1978,Assam,Potatoes,1990,200263,495,16582,15.56
1979,Assam,"Rice, paddy",1990,18976,495,16582,20.56
1980,Assam,"Rice, paddy",1990,18976,495,16582,15.56
1981,Assam,"Rice, paddy",1990,18976,495,16582,18.91
1982,Assam,"Rice, paddy",1990,18976,495,16582,15.56
1983,Assam,Sorghum,1990,17398,495,16582,20.56
1984,Assam,Sorghum,1990,17398,495,16582,15.56
1985,Assam,Sorghum,1990,17398,495,16582,18.91
1986,Assam,Sorghum,1990,17398,495,16582,15.56
1987,Assam,Soybeans,1990,19377,495,16582,20.56
1988,Assam,Soybeans,1990,19377,495,16582,15.56
1989,Assam,Soybeans,1990,19377,495,16582,18.91
1990,Assam,Soybeans,1990,19377,495,16582,15.56
1991,Assam,Sweet potatoes,1990,35872,495,16582,20.56
1992,Assam,Sweet potatoes,1990,35872,495,16582,15.56
1993,Assam,Sweet potatoes,1990,35872,495,16582,18.91
1994,Assam,Sweet potatoes,1990,35872,495,16582,15.56
1995,Assam,Wheat,1990,10934,495,16582,20.56
1996,Assam,Wheat,1990,10934,495,16582,15.56
1997,Assam,Wheat,1990,10934,495,16582,18.91
1998,Assam,Wheat,1990,10934,495,16582,15.56
1999,Assam,Maize,1991,22573,495,16582,21.06
2000,Assam,Maize,1991,22573,495,16582,15.56
2001,Assam,Maize,1991,22573,495,16582,18.86
2002,Assam,Maize,1991,22573,495,16582,15.56
2003,Assam,Potatoes,1991,200188,495,16582,21.06
2004,Assam,Potatoes,1991,200188,495,16582,15.56
2005,Assam,Potatoes,1991,200188,495,16582,18.86
2006,Assam,Potatoes,1991,200188,495,16582,15.56
2007,Assam,"Rice, paddy",1991,21297,495,16582,21.06
2008,Assam,"Rice, paddy",1991,21297,495,16582,15.56
2009,Assam,"Rice, paddy",1991,21297,495,16582,18.86
2010,Assam,"Rice, paddy",1991,21297,495,16582,15.56
2011,Assam,Sorghum,1991,18193,495,16582,21.06
2012,Assam,Sorghum,1991,18193,495,16582,15.56
2013,Assam,Sorghum,1991,18193,495,16582,18.86
2014,Assam,Sorghum,1991,18193,495,16582,15.56
2015,Assam,Soybeans,1991,14483,495,16582,21.06
2016,Assam,Soybeans,1991,14483,495,16582,15.56
